Oakland Athletics (6), LA Angels of Anaheim (8)
Philadelphia Phillies (2), Atlanta Braves (12)
Tampa Bay Rays (0), Chicago White Sox (1)
Cleveland Indians (3), Detroit Tigers (6)
Seattle Mariners (12), Houston Astros (4)
Minnesota Twins (2), Kansas City Royals (5)
New York Mets (5), Miami Marlins (2)
Boston Red Sox (3), New York Yankees (5)
Chicago Cubs (4), Pittsburgh Pirates (8)
Los Angeles Dodgers (5), San Diego Padres (6)
Colorado Rockies (2), San Francisco Giants (0)
Cincinnati Reds (2), St. Louis Cardinals (1)
Milwaukee Brewers (5), Texas Rangers (8)
Baltimore Orioles (3), Toronto Blue Jays (2)
Arizona D'Backs (3), Washington Nationals (0)
Philadelphia Phillies (2), Atlanta Braves (5)
Tampa Bay Rays (5), Chicago White Sox (3)
Minnesota Twins (7), Kansas City Royals (6)
Boston Red Sox (1), New York Yankees (5)
Chicago Cubs (1), Pittsburgh Pirates (1)
Los Angeles Dodgers (9), San Diego Padres (4)
Oakland Athletics (2), Seattle Mariners (3)
Colorado Rockies (2), San Francisco Giants (7)
Cincinnati Reds (3), St. Louis Cardinals (4)
Baltimore Orioles (4), Toronto Blue Jays (0)
Arizona D'Backs (3), Washington Nationals (5)
Houston Astros (1), LA Angels of Anaheim (7)
San Diego Padres (3), Arizona D'Backs (5)
Detroit Tigers (6), Atlanta Braves (2)
Toronto Blue Jays (3), Boston Red Sox (5)
Minnesota Twins (3), Chicago White Sox (7)
Chicago Cubs (7), Cincinnati Reds (3)
Milwaukee Brewers (1), Colorado Rockies (4)
Cleveland Indians (7), Kansas City Royals (2)
Baltimore Orioles (8), New York Yankees (1)
New York Mets (5), Philadelphia Phillies (1)
Oakland Athletics (1), Seattle Mariners (5)
Los Angeles Dodgers (3), San Francisco Giants (9)
Pittsburgh Pirates (0), St. Louis Cardinals (7)
Tampa Bay Rays (1), Texas Rangers (3)
Miami Marlins (7), Washington Nationals (4)
Houston Astros (3), LA Angels of Anaheim (0)
San Diego Padres (5), Arizona D'Backs (9)
Detroit Tigers (3), Atlanta Braves (5)
Toronto Blue Jays (4), Boston Red Sox (3)
Minnesota Twins (6), Chicago White Sox (0)
Chicago Cubs (4), Cincinnati Reds (7)
Milwaukee Brewers (4), Colorado Rockies (3)
Cleveland Indians (6), Kansas City Royals (3)
Baltimore Orioles (3), New York Yankees (7)
New York Mets (5), Philadelphia Phillies (3)
Oakland Athletics (9), Seattle Mariners (8)
Los Angeles Dodgers (0), San Francisco Giants (3)
Pittsburgh Pirates (3), St. Louis Cardinals (4)
Tampa Bay Rays (4), Texas Rangers (1)
Miami Marlins (1), Washington Nationals (2)
Houston Astros (1), LA Angels of Anaheim (8)
San Diego Padres (2), Arizona D'Backs (3)
Detroit Tigers (0), Atlanta Braves (1)
Toronto Blue Jays (2), Boston Red Sox (1)
Minnesota Twins (6), Chicago White Sox (3)
Chicago Cubs (7), Cincinnati Reds (4)
Milwaukee Brewers (6), Colorado Rockies (4)
Cleveland Indians (3), Kansas City Royals (2)
Baltimore Orioles (5), New York Yankees (2)
New York Mets (2), Philadelphia Phillies (5)
Oakland Athletics (3), Seattle Mariners (2)
Los Angeles Dodgers (1), San Francisco Giants (7)
Pittsburgh Pirates (4), St. Louis Cardinals (10)
Tampa Bay Rays (6), Texas Rangers (4)
Miami Marlins (7), Washington Nationals (10)
